,hicat_label
10375,adipose_tissue
10376,adipose_tissue
10377,adipose_tissue
10378,adipose_tissue
10379,cancer_in_situ
10380,cancer_in_situ
10381,cancer_in_situ
10382,cancer_in_situ
10383,cancer_in_situ
10384,immune_infiltrate
10385,immune_infiltrate
10386,immune_infiltrate
10387,immune_infiltrate
10388,immune_infiltrate
10389,immune_infiltrate
10390,immune_infiltrate
10391,immune_infiltrate
10392,immune_infiltrate
10393,immune_infiltrate
10394,immune_infiltrate
10395,immune_infiltrate
10396,immune_infiltrate
10397,immune_infiltrate
10398,immune_infiltrate
10399,immune_infiltrate
10400,immune_infiltrate
10401,cancer_in_situ
10402,immune_infiltrate
10403,immune_infiltrate
10404,adipose_tissue
10405,adipose_tissue
10406,adipose_tissue
10407,adipose_tissue
10408,adipose_tissue
10409,adipose_tissue
10410,connective_tissue
10411,connective_tissue
10412,connective_tissue
10413,connective_tissue
10414,connective_tissue
10415,connective_tissue
10416,connective_tissue
10417,connective_tissue
10418,connective_tissue
10419,connective_tissue
10420,connective_tissue
10421,connective_tissue
10422,connective_tissue
10423,adipose_tissue
10424,adipose_tissue
10425,adipose_tissue
10426,adipose_tissue
10427,connective_tissue
10428,connective_tissue
10429,immune_infiltrate
10430,breast_glands
10431,breast_glands
10432,breast_glands
10433,breast_glands
10434,breast_glands
10435,breast_glands
10436,breast_glands
10437,breast_glands
10438,breast_glands
10439,breast_glands
10440,breast_glands
10441,breast_glands
10442,breast_glands
10443,breast_glands
10444,breast_glands
10445,breast_glands
10446,breast_glands
10447,breast_glands
10448,breast_glands
10449,breast_glands
10450,breast_glands
10451,breast_glands
10452,breast_glands
10453,breast_glands
10454,breast_glands
10455,breast_glands
10456,cancer_in_situ
10457,cancer_in_situ
10458,cancer_in_situ
10459,cancer_in_situ
10460,cancer_in_situ
10461,cancer_in_situ
10462,cancer_in_situ
10463,cancer_in_situ
10464,cancer_in_situ
10465,invasive_cancer
10466,invasive_cancer
10467,invasive_cancer
10468,invasive_cancer
10469,invasive_cancer
10470,invasive_cancer
10471,invasive_cancer
10472,invasive_cancer
10473,invasive_cancer
10474,invasive_cancer
10475,invasive_cancer
10476,invasive_cancer
10477,invasive_cancer
10478,invasive_cancer
10479,invasive_cancer
10480,invasive_cancer
10481,invasive_cancer
10482,invasive_cancer
10483,invasive_cancer
10484,invasive_cancer
10485,invasive_cancer
10486,invasive_cancer
10487,invasive_cancer
10488,invasive_cancer
10489,invasive_cancer
10490,invasive_cancer
10491,invasive_cancer
10492,invasive_cancer
10493,invasive_cancer
10494,cancer_in_situ
10495,cancer_in_situ
10496,cancer_in_situ
10497,invasive_cancer
10498,invasive_cancer
10499,invasive_cancer
10500,invasive_cancer
10501,invasive_cancer
10502,invasive_cancer
10503,invasive_cancer
10504,invasive_cancer
10505,invasive_cancer
10506,invasive_cancer
10507,invasive_cancer
10508,invasive_cancer
10509,invasive_cancer
10510,invasive_cancer
10511,invasive_cancer
10512,invasive_cancer
10513,invasive_cancer
10514,cancer_in_situ
10515,cancer_in_situ
10516,cancer_in_situ
10517,cancer_in_situ
10518,cancer_in_situ
10519,cancer_in_situ
10520,cancer_in_situ
10521,cancer_in_situ
10522,cancer_in_situ
10523,cancer_in_situ
10524,cancer_in_situ
10525,cancer_in_situ
10526,cancer_in_situ
10527,cancer_in_situ
10528,cancer_in_situ
10529,cancer_in_situ
10530,cancer_in_situ
10531,cancer_in_situ
10532,cancer_in_situ
10533,connective_tissue
10534,connective_tissue
10535,adipose_tissue
10536,connective_tissue
10537,connective_tissue
10538,connective_tissue
10539,adipose_tissue
10540,adipose_tissue
10541,adipose_tissue
10542,adipose_tissue
10543,cancer_in_situ
10544,cancer_in_situ
10545,cancer_in_situ
10546,cancer_in_situ
10547,cancer_in_situ
10548,immune_infiltrate
10549,immune_infiltrate
10550,immune_infiltrate
10551,immune_infiltrate
10552,immune_infiltrate
10553,immune_infiltrate
10554,immune_infiltrate
10555,immune_infiltrate
10556,immune_infiltrate
10557,immune_infiltrate
10558,immune_infiltrate
10559,immune_infiltrate
10560,immune_infiltrate
10561,immune_infiltrate
10562,immune_infiltrate
10563,immune_infiltrate
10564,adipose_tissue
10565,immune_infiltrate
10566,adipose_tissue
10567,adipose_tissue
10568,adipose_tissue
10569,adipose_tissue
10570,adipose_tissue
10571,adipose_tissue
10572,adipose_tissue
10573,adipose_tissue
10574,adipose_tissue
10575,adipose_tissue
10576,adipose_tissue
10577,adipose_tissue
10578,connective_tissue
10579,connective_tissue
10580,connective_tissue
10581,connective_tissue
10582,connective_tissue
10583,connective_tissue
10584,adipose_tissue
10585,adipose_tissue
10586,adipose_tissue
10587,adipose_tissue
10588,adipose_tissue
10589,adipose_tissue
10590,adipose_tissue
10591,adipose_tissue
10592,connective_tissue
10593,connective_tissue
10594,immune_infiltrate
10595,breast_glands
10596,breast_glands
10597,breast_glands
10598,breast_glands
10599,breast_glands
10600,breast_glands
10601,breast_glands
10602,breast_glands
10603,breast_glands
10604,breast_glands
10605,breast_glands
10606,breast_glands
10607,breast_glands
10608,breast_glands
10609,breast_glands
10610,breast_glands
10611,breast_glands
10612,breast_glands
10613,breast_glands
10614,breast_glands
10615,breast_glands
10616,breast_glands
10617,breast_glands
10618,breast_glands
10619,breast_glands
10620,breast_glands
10621,cancer_in_situ
10622,cancer_in_situ
10623,cancer_in_situ
10624,cancer_in_situ
10625,cancer_in_situ
10626,cancer_in_situ
10627,cancer_in_situ
10628,cancer_in_situ
10629,cancer_in_situ
10630,cancer_in_situ
10631,cancer_in_situ
10632,invasive_cancer
10633,invasive_cancer
10634,invasive_cancer
10635,invasive_cancer
10636,invasive_cancer
10637,invasive_cancer
10638,invasive_cancer
10639,invasive_cancer
10640,invasive_cancer
10641,invasive_cancer
10642,invasive_cancer
10643,invasive_cancer
10644,invasive_cancer
10645,invasive_cancer
10646,invasive_cancer
10647,invasive_cancer
10648,invasive_cancer
10649,invasive_cancer
10650,invasive_cancer
10651,invasive_cancer
10652,invasive_cancer
10653,invasive_cancer
10654,invasive_cancer
10655,invasive_cancer
10656,invasive_cancer
10657,invasive_cancer
10658,invasive_cancer
10659,cancer_in_situ
10660,cancer_in_situ
10661,cancer_in_situ
10662,cancer_in_situ
10663,cancer_in_situ
10664,cancer_in_situ
10665,invasive_cancer
10666,invasive_cancer
10667,invasive_cancer
10668,invasive_cancer
10669,invasive_cancer
10670,invasive_cancer
10671,invasive_cancer
10672,invasive_cancer
10673,invasive_cancer
10674,invasive_cancer
10675,invasive_cancer
10676,invasive_cancer
10677,invasive_cancer
10678,invasive_cancer
10679,cancer_in_situ
10680,cancer_in_situ
10681,cancer_in_situ
10682,cancer_in_situ
10683,cancer_in_situ
10684,cancer_in_situ
10685,cancer_in_situ
10686,cancer_in_situ
10687,cancer_in_situ
10688,cancer_in_situ
10689,cancer_in_situ
10690,cancer_in_situ
10691,cancer_in_situ
10692,cancer_in_situ
10693,cancer_in_situ
10694,cancer_in_situ
10695,cancer_in_situ
10696,immune_infiltrate
10697,adipose_tissue
10698,adipose_tissue
10699,adipose_tissue
10700,adipose_tissue
10701,connective_tissue
10702,connective_tissue
10703,adipose_tissue
10704,adipose_tissue
10705,adipose_tissue
10706,immune_infiltrate
10707,immune_infiltrate
10708,cancer_in_situ
10709,cancer_in_situ
10710,cancer_in_situ
10711,immune_infiltrate
10712,immune_infiltrate
10713,immune_infiltrate
10714,immune_infiltrate
10715,immune_infiltrate
10716,immune_infiltrate
10717,immune_infiltrate
10718,adipose_tissue
10719,adipose_tissue
10720,adipose_tissue
10721,adipose_tissue
10722,adipose_tissue
10723,adipose_tissue
10724,adipose_tissue
10725,adipose_tissue
10726,adipose_tissue
10727,adipose_tissue
10728,adipose_tissue
10729,adipose_tissue
10730,adipose_tissue
10731,adipose_tissue
10732,adipose_tissue
10733,adipose_tissue
10734,adipose_tissue
10735,adipose_tissue
10736,adipose_tissue
10737,adipose_tissue
10738,adipose_tissue
10739,adipose_tissue
10740,adipose_tissue
10741,adipose_tissue
10742,adipose_tissue
10743,adipose_tissue
10744,adipose_tissue
10745,adipose_tissue
10746,adipose_tissue
10747,adipose_tissue
10748,adipose_tissue
10749,adipose_tissue
10750,adipose_tissue
10751,adipose_tissue
10752,adipose_tissue
10753,adipose_tissue
10754,adipose_tissue
10755,adipose_tissue
10756,adipose_tissue
10757,connective_tissue
10758,connective_tissue
10759,breast_glands
10760,breast_glands
10761,breast_glands
10762,breast_glands
10763,breast_glands
10764,breast_glands
10765,breast_glands
10766,breast_glands
10767,breast_glands
10768,breast_glands
10769,breast_glands
10770,breast_glands
10771,breast_glands
10772,breast_glands
10773,breast_glands
10774,breast_glands
10775,breast_glands
10776,breast_glands
10777,breast_glands
10778,breast_glands
10779,breast_glands
10780,breast_glands
10781,breast_glands
10782,breast_glands
10783,breast_glands
10784,breast_glands
10785,breast_glands
10786,cancer_in_situ
10787,cancer_in_situ
10788,cancer_in_situ
10789,cancer_in_situ
10790,cancer_in_situ
10791,cancer_in_situ
10792,cancer_in_situ
10793,cancer_in_situ
10794,cancer_in_situ
10795,cancer_in_situ
10796,cancer_in_situ
10797,invasive_cancer
10798,invasive_cancer
10799,invasive_cancer
10800,invasive_cancer
10801,invasive_cancer
10802,invasive_cancer
10803,invasive_cancer
10804,invasive_cancer
10805,invasive_cancer
10806,invasive_cancer
10807,invasive_cancer
10808,invasive_cancer
10809,invasive_cancer
10810,invasive_cancer
10811,invasive_cancer
10812,invasive_cancer
10813,invasive_cancer
10814,invasive_cancer
10815,invasive_cancer
10816,invasive_cancer
10817,invasive_cancer
10818,invasive_cancer
10819,invasive_cancer
10820,invasive_cancer
10821,invasive_cancer
10822,invasive_cancer
10823,cancer_in_situ
10824,cancer_in_situ
10825,cancer_in_situ
10826,cancer_in_situ
10827,cancer_in_situ
10828,cancer_in_situ
10829,cancer_in_situ
10830,cancer_in_situ
10831,cancer_in_situ
10832,cancer_in_situ
10833,invasive_cancer
10834,invasive_cancer
10835,invasive_cancer
10836,invasive_cancer
10837,invasive_cancer
10838,invasive_cancer
10839,invasive_cancer
10840,invasive_cancer
10841,invasive_cancer
10842,invasive_cancer
10843,cancer_in_situ
10844,cancer_in_situ
10845,cancer_in_situ
10846,cancer_in_situ
10847,cancer_in_situ
10848,cancer_in_situ
10849,cancer_in_situ
10850,cancer_in_situ
10851,cancer_in_situ
10852,cancer_in_situ
10853,cancer_in_situ
10854,cancer_in_situ
10855,cancer_in_situ
10856,cancer_in_situ
10857,immune_infiltrate
10858,cancer_in_situ
10859,cancer_in_situ
10860,immune_infiltrate
10861,adipose_tissue
10862,adipose_tissue
10863,adipose_tissue
10864,adipose_tissue
10865,connective_tissue
10866,connective_tissue
10867,connective_tissue
10868,adipose_tissue
10869,cancer_in_situ
10870,cancer_in_situ
10871,cancer_in_situ
10872,cancer_in_situ
10873,cancer_in_situ
10874,cancer_in_situ
10875,immune_infiltrate
10876,adipose_tissue
10877,adipose_tissue
10878,adipose_tissue
10879,adipose_tissue
10880,adipose_tissue
10881,adipose_tissue
10882,adipose_tissue
10883,adipose_tissue
10884,adipose_tissue
10885,adipose_tissue
10886,adipose_tissue
10887,adipose_tissue
10888,adipose_tissue
10889,adipose_tissue
10890,adipose_tissue
10891,adipose_tissue
10892,adipose_tissue
10893,adipose_tissue
10894,adipose_tissue
10895,adipose_tissue
10896,adipose_tissue
10897,adipose_tissue
10898,adipose_tissue
10899,adipose_tissue
10900,adipose_tissue
10901,adipose_tissue
10902,adipose_tissue
10903,adipose_tissue
10904,adipose_tissue
10905,adipose_tissue
10906,adipose_tissue
10907,adipose_tissue
10908,adipose_tissue
10909,adipose_tissue
10910,adipose_tissue
10911,adipose_tissue
10912,adipose_tissue
10913,adipose_tissue
10914,adipose_tissue
10915,adipose_tissue
10916,adipose_tissue
10917,adipose_tissue
10918,adipose_tissue
10919,adipose_tissue
10920,adipose_tissue
10921,connective_tissue
10922,breast_glands
10923,breast_glands
10924,breast_glands
10925,breast_glands
10926,breast_glands
10927,breast_glands
10928,breast_glands
10929,breast_glands
10930,breast_glands
10931,breast_glands
10932,breast_glands
10933,breast_glands
10934,breast_glands
10935,breast_glands
10936,breast_glands
10937,breast_glands
10938,breast_glands
10939,breast_glands
10940,breast_glands
10941,breast_glands
10942,breast_glands
10943,breast_glands
10944,breast_glands
10945,breast_glands
10946,breast_glands
10947,breast_glands
10948,breast_glands
10949,breast_glands
10950,cancer_in_situ
10951,cancer_in_situ
10952,cancer_in_situ
10953,cancer_in_situ
10954,cancer_in_situ
10955,cancer_in_situ
10956,cancer_in_situ
10957,cancer_in_situ
10958,cancer_in_situ
10959,cancer_in_situ
10960,cancer_in_situ
10961,cancer_in_situ
10962,invasive_cancer
10963,invasive_cancer
10964,invasive_cancer
10965,invasive_cancer
10966,invasive_cancer
10967,invasive_cancer
10968,invasive_cancer
10969,invasive_cancer
10970,invasive_cancer
10971,invasive_cancer
10972,invasive_cancer
10973,invasive_cancer
10974,invasive_cancer
10975,invasive_cancer
10976,invasive_cancer
10977,invasive_cancer
10978,invasive_cancer
10979,invasive_cancer
10980,invasive_cancer
10981,invasive_cancer
10982,invasive_cancer
10983,invasive_cancer
10984,invasive_cancer
10985,invasive_cancer
10986,invasive_cancer
10987,invasive_cancer
10988,cancer_in_situ
10989,cancer_in_situ
10990,cancer_in_situ
10991,cancer_in_situ
10992,cancer_in_situ
10993,cancer_in_situ
10994,cancer_in_situ
10995,cancer_in_situ
10996,cancer_in_situ
10997,cancer_in_situ
10998,cancer_in_situ
10999,cancer_in_situ
11000,invasive_cancer
11001,invasive_cancer
11002,invasive_cancer
11003,invasive_cancer
11004,invasive_cancer
11005,invasive_cancer
11006,invasive_cancer
11007,invasive_cancer
11008,cancer_in_situ
11009,cancer_in_situ
11010,cancer_in_situ
11011,cancer_in_situ
11012,cancer_in_situ
11013,cancer_in_situ
11014,cancer_in_situ
11015,cancer_in_situ
11016,cancer_in_situ
11017,cancer_in_situ
11018,cancer_in_situ
11019,cancer_in_situ
11020,cancer_in_situ
11021,cancer_in_situ
11022,immune_infiltrate
11023,immune_infiltrate
11024,cancer_in_situ
11025,immune_infiltrate
11026,adipose_tissue
11027,adipose_tissue
11028,adipose_tissue
11029,adipose_tissue
11030,connective_tissue
11031,connective_tissue
11032,cancer_in_situ
11033,cancer_in_situ
11034,cancer_in_situ
11035,cancer_in_situ
11036,cancer_in_situ
11037,cancer_in_situ
11038,cancer_in_situ
11039,immune_infiltrate
11040,adipose_tissue
11041,adipose_tissue
11042,adipose_tissue
11043,adipose_tissue
11044,adipose_tissue
11045,adipose_tissue
11046,adipose_tissue
11047,adipose_tissue
11048,adipose_tissue
11049,adipose_tissue
11050,adipose_tissue
11051,adipose_tissue
11052,adipose_tissue
11053,adipose_tissue
11054,adipose_tissue
11055,adipose_tissue
11056,adipose_tissue
11057,adipose_tissue
11058,adipose_tissue
11059,adipose_tissue
11060,adipose_tissue
11061,adipose_tissue
11062,adipose_tissue
11063,adipose_tissue
11064,adipose_tissue
11065,adipose_tissue
11066,adipose_tissue
11067,adipose_tissue
11068,adipose_tissue
11069,adipose_tissue
11070,adipose_tissue
11071,adipose_tissue
11072,adipose_tissue
11073,adipose_tissue
11074,adipose_tissue
11075,adipose_tissue
11076,adipose_tissue
11077,adipose_tissue
11078,adipose_tissue
11079,adipose_tissue
11080,adipose_tissue
11081,adipose_tissue
11082,adipose_tissue
11083,adipose_tissue
11084,adipose_tissue
11085,adipose_tissue
11086,immune_infiltrate
11087,breast_glands
11088,breast_glands
11089,breast_glands
11090,breast_glands
11091,breast_glands
11092,breast_glands
11093,breast_glands
11094,breast_glands
11095,breast_glands
11096,breast_glands
11097,breast_glands
11098,breast_glands
11099,breast_glands
11100,breast_glands
11101,breast_glands
11102,breast_glands
11103,breast_glands
11104,breast_glands
11105,breast_glands
11106,breast_glands
11107,breast_glands
11108,breast_glands
11109,breast_glands
11110,breast_glands
11111,breast_glands
11112,breast_glands
11113,breast_glands
11114,breast_glands
11115,cancer_in_situ
11116,cancer_in_situ
11117,cancer_in_situ
11118,cancer_in_situ
11119,cancer_in_situ
11120,cancer_in_situ
11121,cancer_in_situ
11122,cancer_in_situ
11123,cancer_in_situ
11124,cancer_in_situ
11125,cancer_in_situ
11126,cancer_in_situ
11127,cancer_in_situ
11128,cancer_in_situ
11129,invasive_cancer
11130,invasive_cancer
11131,invasive_cancer
11132,invasive_cancer
11133,invasive_cancer
11134,invasive_cancer
11135,invasive_cancer
11136,invasive_cancer
11137,invasive_cancer
11138,invasive_cancer
11139,invasive_cancer
11140,invasive_cancer
11141,invasive_cancer
11142,invasive_cancer
11143,invasive_cancer
11144,invasive_cancer
11145,invasive_cancer
11146,invasive_cancer
11147,invasive_cancer
11148,invasive_cancer
11149,invasive_cancer
11150,invasive_cancer
11151,invasive_cancer
11152,invasive_cancer
11153,invasive_cancer
11154,invasive_cancer
11155,cancer_in_situ
11156,cancer_in_situ
11157,cancer_in_situ
11158,cancer_in_situ
11159,cancer_in_situ
11160,cancer_in_situ
11161,cancer_in_situ
11162,cancer_in_situ
11163,cancer_in_situ
11164,cancer_in_situ
11165,cancer_in_situ
11166,cancer_in_situ
11167,invasive_cancer
11168,invasive_cancer
11169,invasive_cancer
11170,invasive_cancer
11171,invasive_cancer
11172,cancer_in_situ
11173,cancer_in_situ
11174,cancer_in_situ
11175,cancer_in_situ
11176,cancer_in_situ
11177,cancer_in_situ
11178,cancer_in_situ
11179,cancer_in_situ
11180,cancer_in_situ
11181,cancer_in_situ
11182,cancer_in_situ
11183,cancer_in_situ
11184,immune_infiltrate
11185,immune_infiltrate
11186,cancer_in_situ
11187,cancer_in_situ
11188,cancer_in_situ
11189,immune_infiltrate
11190,cancer_in_situ
11191,cancer_in_situ
11192,adipose_tissue
11193,adipose_tissue
11194,adipose_tissue
11195,adipose_tissue
11196,connective_tissue
11197,connective_tissue
11198,cancer_in_situ
11199,cancer_in_situ
11200,cancer_in_situ
11201,cancer_in_situ
11202,cancer_in_situ
11203,cancer_in_situ
11204,immune_infiltrate
11205,adipose_tissue
11206,adipose_tissue
11207,adipose_tissue
11208,adipose_tissue
11209,adipose_tissue
11210,adipose_tissue
11211,adipose_tissue
11212,adipose_tissue
11213,adipose_tissue
11214,adipose_tissue
11215,adipose_tissue
11216,adipose_tissue
11217,adipose_tissue
11218,adipose_tissue
11219,adipose_tissue
11220,adipose_tissue
11221,adipose_tissue
11222,adipose_tissue
11223,adipose_tissue
11224,adipose_tissue
11225,adipose_tissue
11226,adipose_tissue
11227,adipose_tissue
11228,adipose_tissue
11229,adipose_tissue
11230,adipose_tissue
11231,adipose_tissue
11232,adipose_tissue
11233,adipose_tissue
11234,adipose_tissue
11235,adipose_tissue
11236,adipose_tissue
11237,adipose_tissue
11238,adipose_tissue
11239,adipose_tissue
11240,adipose_tissue
11241,adipose_tissue
11242,adipose_tissue
11243,adipose_tissue
11244,adipose_tissue
11245,adipose_tissue
11246,adipose_tissue
11247,adipose_tissue
11248,adipose_tissue
11249,adipose_tissue
11250,adipose_tissue
11251,adipose_tissue
11252,immune_infiltrate
11253,breast_glands
11254,breast_glands
11255,breast_glands
11256,breast_glands
11257,breast_glands
11258,breast_glands
11259,breast_glands
11260,breast_glands
11261,breast_glands
11262,breast_glands
11263,breast_glands
11264,breast_glands
11265,breast_glands
11266,breast_glands
11267,breast_glands
11268,breast_glands
11269,breast_glands
11270,breast_glands
11271,breast_glands
11272,breast_glands
11273,breast_glands
11274,breast_glands
11275,breast_glands
11276,breast_glands
11277,breast_glands
11278,breast_glands
11279,breast_glands
11280,breast_glands
11281,cancer_in_situ
11282,cancer_in_situ
11283,cancer_in_situ
11284,cancer_in_situ
11285,cancer_in_situ
11286,cancer_in_situ
11287,cancer_in_situ
11288,cancer_in_situ
11289,cancer_in_situ
11290,cancer_in_situ
11291,cancer_in_situ
11292,cancer_in_situ
11293,cancer_in_situ
11294,cancer_in_situ
11295,invasive_cancer
11296,invasive_cancer
11297,invasive_cancer
11298,invasive_cancer
11299,invasive_cancer
11300,invasive_cancer
11301,invasive_cancer
11302,invasive_cancer
11303,invasive_cancer
11304,invasive_cancer
11305,invasive_cancer
11306,invasive_cancer
11307,invasive_cancer
11308,invasive_cancer
11309,invasive_cancer
11310,invasive_cancer
11311,invasive_cancer
11312,invasive_cancer
11313,invasive_cancer
11314,invasive_cancer
11315,invasive_cancer
11316,invasive_cancer
11317,invasive_cancer
11318,invasive_cancer
11319,invasive_cancer
11320,invasive_cancer
11321,invasive_cancer
11322,cancer_in_situ
11323,cancer_in_situ
11324,cancer_in_situ
11325,cancer_in_situ
11326,cancer_in_situ
11327,cancer_in_situ
11328,cancer_in_situ
11329,cancer_in_situ
11330,cancer_in_situ
11331,cancer_in_situ
11332,cancer_in_situ
11333,cancer_in_situ
11334,invasive_cancer
11335,invasive_cancer
11336,invasive_cancer
11337,invasive_cancer
11338,cancer_in_situ
11339,cancer_in_situ
11340,cancer_in_situ
11341,cancer_in_situ
11342,cancer_in_situ
11343,cancer_in_situ
11344,cancer_in_situ
11345,cancer_in_situ
11346,cancer_in_situ
11347,cancer_in_situ
11348,cancer_in_situ
11349,immune_infiltrate
11350,cancer_in_situ
11351,immune_infiltrate
11352,immune_infiltrate
11353,cancer_in_situ
11354,connective_tissue
11355,connective_tissue
11356,cancer_in_situ
11357,cancer_in_situ
11358,immune_infiltrate
11359,adipose_tissue
11360,adipose_tissue
11361,connective_tissue
11362,connective_tissue
11363,connective_tissue
11364,immune_infiltrate
11365,immune_infiltrate
11366,cancer_in_situ
11367,immune_infiltrate
11368,connective_tissue
11369,connective_tissue
11370,adipose_tissue
11371,adipose_tissue
11372,adipose_tissue
11373,adipose_tissue
11374,adipose_tissue
11375,adipose_tissue
11376,adipose_tissue
11377,adipose_tissue
11378,adipose_tissue
11379,adipose_tissue
11380,adipose_tissue
11381,adipose_tissue
11382,adipose_tissue
11383,adipose_tissue
11384,adipose_tissue
11385,adipose_tissue
11386,adipose_tissue
11387,adipose_tissue
11388,adipose_tissue
11389,adipose_tissue
11390,adipose_tissue
11391,adipose_tissue
11392,adipose_tissue
11393,adipose_tissue
11394,adipose_tissue
11395,adipose_tissue
11396,adipose_tissue
11397,adipose_tissue
11398,adipose_tissue
11399,adipose_tissue
11400,adipose_tissue
11401,adipose_tissue
11402,adipose_tissue
11403,adipose_tissue
11404,adipose_tissue
11405,adipose_tissue
11406,adipose_tissue
11407,adipose_tissue
11408,adipose_tissue
11409,adipose_tissue
11410,adipose_tissue
11411,adipose_tissue
11412,adipose_tissue
11413,adipose_tissue
11414,adipose_tissue
11415,adipose_tissue
11416,adipose_tissue
11417,adipose_tissue
11418,breast_glands
11419,breast_glands
11420,breast_glands
11421,breast_glands
11422,breast_glands
11423,breast_glands
11424,breast_glands
11425,breast_glands
11426,breast_glands
11427,breast_glands
11428,breast_glands
11429,breast_glands
11430,breast_glands
11431,breast_glands
11432,breast_glands
11433,breast_glands
11434,breast_glands
11435,breast_glands
11436,breast_glands
11437,breast_glands
11438,breast_glands
11439,breast_glands
11440,breast_glands
11441,breast_glands
11442,breast_glands
11443,breast_glands
11444,breast_glands
11445,breast_glands
11446,breast_glands
11447,cancer_in_situ
11448,cancer_in_situ
11449,cancer_in_situ
11450,cancer_in_situ
11451,cancer_in_situ
11452,cancer_in_situ
11453,cancer_in_situ
11454,cancer_in_situ
11455,cancer_in_situ
11456,cancer_in_situ
11457,cancer_in_situ
11458,cancer_in_situ
11459,cancer_in_situ
11460,cancer_in_situ
11461,invasive_cancer
11462,invasive_cancer
11463,invasive_cancer
11464,invasive_cancer
11465,invasive_cancer
11466,invasive_cancer
11467,invasive_cancer
11468,invasive_cancer
11469,invasive_cancer
11470,invasive_cancer
11471,invasive_cancer
11472,invasive_cancer
11473,invasive_cancer
11474,invasive_cancer
11475,invasive_cancer
11476,invasive_cancer
11477,invasive_cancer
11478,invasive_cancer
11479,invasive_cancer
11480,invasive_cancer
11481,invasive_cancer
11482,invasive_cancer
11483,invasive_cancer
11484,invasive_cancer
11485,invasive_cancer
11486,invasive_cancer
11487,invasive_cancer
11488,invasive_cancer
11489,cancer_in_situ
11490,cancer_in_situ
11491,cancer_in_situ
11492,cancer_in_situ
11493,cancer_in_situ
11494,cancer_in_situ
11495,cancer_in_situ
11496,cancer_in_situ
11497,cancer_in_situ
11498,cancer_in_situ
11499,cancer_in_situ
11500,cancer_in_situ
11501,invasive_cancer
11502,invasive_cancer
11503,invasive_cancer
11504,cancer_in_situ
11505,cancer_in_situ
11506,cancer_in_situ
11507,cancer_in_situ
11508,cancer_in_situ
11509,cancer_in_situ
11510,cancer_in_situ
11511,cancer_in_situ
11512,cancer_in_situ
11513,cancer_in_situ
11514,cancer_in_situ
11515,cancer_in_situ
11516,cancer_in_situ
11517,immune_infiltrate
11518,immune_infiltrate
11519,connective_tissue
11520,connective_tissue
11521,immune_infiltrate
11522,cancer_in_situ
11523,cancer_in_situ
11524,immune_infiltrate
11525,adipose_tissue
11526,connective_tissue
11527,connective_tissue
11528,connective_tissue
11529,connective_tissue
11530,connective_tissue
11531,connective_tissue
11532,connective_tissue
11533,connective_tissue
11534,connective_tissue
11535,connective_tissue
11536,connective_tissue
11537,adipose_tissue
11538,adipose_tissue
11539,adipose_tissue
11540,adipose_tissue
11541,adipose_tissue
11542,adipose_tissue
11543,adipose_tissue
11544,adipose_tissue
11545,adipose_tissue
11546,adipose_tissue
11547,adipose_tissue
11548,adipose_tissue
11549,adipose_tissue
11550,adipose_tissue
11551,adipose_tissue
11552,adipose_tissue
11553,adipose_tissue
11554,adipose_tissue
11555,adipose_tissue
11556,adipose_tissue
11557,adipose_tissue
11558,connective_tissue
11559,connective_tissue
11560,connective_tissue
11561,connective_tissue
11562,connective_tissue
11563,connective_tissue
11564,connective_tissue
11565,connective_tissue
11566,connective_tissue
11567,connective_tissue
11568,adipose_tissue
11569,adipose_tissue
11570,adipose_tissue
11571,adipose_tissue
11572,adipose_tissue
11573,adipose_tissue
11574,adipose_tissue
11575,adipose_tissue
11576,adipose_tissue
11577,adipose_tissue
11578,adipose_tissue
11579,adipose_tissue
11580,adipose_tissue
11581,adipose_tissue
11582,adipose_tissue
11583,adipose_tissue
11584,breast_glands
11585,breast_glands
11586,breast_glands
11587,breast_glands
11588,breast_glands
11589,breast_glands
11590,breast_glands
11591,breast_glands
11592,breast_glands
11593,breast_glands
11594,breast_glands
11595,breast_glands
11596,breast_glands
11597,breast_glands
11598,breast_glands
11599,breast_glands
11600,breast_glands
11601,breast_glands
11602,breast_glands
11603,breast_glands
11604,breast_glands
11605,breast_glands
11606,breast_glands
11607,breast_glands
11608,breast_glands
11609,breast_glands
11610,breast_glands
11611,breast_glands
11612,breast_glands
11613,cancer_in_situ
11614,cancer_in_situ
11615,cancer_in_situ
11616,cancer_in_situ
11617,cancer_in_situ
11618,cancer_in_situ
11619,cancer_in_situ
11620,cancer_in_situ
11621,cancer_in_situ
11622,cancer_in_situ
11623,cancer_in_situ
11624,cancer_in_situ
11625,cancer_in_situ
11626,invasive_cancer
11627,invasive_cancer
11628,invasive_cancer
11629,invasive_cancer
11630,invasive_cancer
11631,invasive_cancer
11632,invasive_cancer
11633,invasive_cancer
11634,invasive_cancer
11635,invasive_cancer
11636,invasive_cancer
11637,invasive_cancer
11638,invasive_cancer
11639,invasive_cancer
11640,invasive_cancer
11641,invasive_cancer
11642,invasive_cancer
11643,invasive_cancer
11644,invasive_cancer
11645,invasive_cancer
11646,invasive_cancer
11647,invasive_cancer
11648,invasive_cancer
11649,invasive_cancer
11650,invasive_cancer
11651,invasive_cancer
11652,invasive_cancer
11653,invasive_cancer
11654,invasive_cancer
11655,invasive_cancer
11656,cancer_in_situ
11657,cancer_in_situ
